0;0;0;0;land;false;unknown;0
1;187;239;95;land;true;forest;1
2;252;16;236;land;false;forest;1
3;212;243;78;land;false;desert;1
4;61;203;238;land;false;forest;1
5;216;246;168;land;false;plains;1
6;185;149;202;land;false;forest;1
7;196;115;252;land;false;forest;1
8;68;251;228;land;false;desert;1
9;149;199;191;land;false;desert;1
10;210;198;243;land;false;plains;1
11;89;242;171;land;false;plains;1
12;214;241;112;land;false;plains;1
13;97;231;199;land;false;forest;1
14;246;77;244;land;false;forest;1
15;155;249;181;land;false;hills;1
16;227;128;248;land;false;forest;1
17;178;140;233;land;true;forest;1
18;143;232;212;land;false;desert;1
19;250;62;200;land;false;plains;1
20;245;100;235;land;false;forest;1
21;179;145;204;land;false;forest;1
22;239;253;159;land;false;forest;1
23;240;172;252;land;false;forest;1
24;181;196;171;land;false;plains;1
25;155;180;243;land;false;desert;1
26;208;239;107;land;false;forest;1
27;208;231;205;land;false;forest;1
28;222;83;246;land;false;forest;1
29;223;125;220;land;false;forest;1
30;235;100;228;land;false;plains;1
31;208;222;132;land;false;forest;1
32;69;246;187;land;false;plains;1
33;204;135;179;land;true;hills;1
34;206;63;239;land;false;plains;1
35;215;239;134;land;false;desert;1
36;222;247;122;land;false;desert;1
37;194;245;210;land;false;plains;1
38;138;142;224;land;false;forest;1
39;228;119;233;land;false;plains;1
40;226;232;250;land;false;desert;1
41;246;90;226;land;false;forest;1
42;153;251;192;land;false;plains;1
43;201;254;72;land;false;forest;1
44;165;225;234;land;true;desert;1
45;220;235;196;land;true;desert;1
46;253;159;214;land;false;plains;1
47;187;186;199;land;true;plains;1
48;118;246;216;land;true;desert;1
49;173;248;96;land;false;desert;1
50;138;144;247;land;true;plains;1
51;40;230;235;land;false;plains;1
52;230;200;102;land;false;desert;1
53;204;178;226;land;false;plains;1
54;249;210;60;land;false;desert;1
55;247;197;234;land;false;forest;1
56;161;239;193;land;false;plains;1
57;227;211;119;land;true;plains;1
58;173;228;132;land;false;desert;1
59;122;228;213;land;false;forest;1
60;190;99;227;land;false;plains;1
61;121;192;195;land;false;plains;1
62;200;191;111;land;false;plains;1
63;217;107;188;land;true;plains;1
64;88;216;249;land;false;plains;1
65;185;138;181;land;false;desert;1
66;132;235;169;land;false;hills;1
67;231;132;205;land;false;forest;1
68;196;160;215;land;false;forest;1
69;226;123;233;land;false;desert;1
70;190;128;196;land;false;desert;1
71;210;226;108;land;false;forest;1
72;169;217;241;land;false;desert;1
73;240;42;236;land;false;desert;1
74;197;232;147;land;false;plains;1
75;238;211;91;land;true;desert;1
76;215;172;176;land;true;desert;1
77;94;213;210;land;true;hills;1
78;227;157;120;land;true;forest;1
79;234;229;253;land;false;forest;1
80;227;184;236;land;false;desert;1
81;197;203;223;land;true;forest;1
82;210;166;183;land;false;plains;1
83;44;231;247;land;false;desert;1
84;240;235;142;land;true;desert;1
85;109;220;203;land;false;plains;1
86;243;193;200;land;false;desert;1
87;216;158;165;land;false;desert;1
88;248;230;82;land;false;desert;1
89;136;218;231;land;false;plains;1
90;250;81;240;land;false;plains;1
91;166;232;192;land;true;plains;1
92;234;247;78;land;false;plains;1
93;190;201;140;land;false;plains;1
94;123;217;249;land;false;plains;1
95;155;148;242;land;false;plains;1
96;250;226;123;land;false;plains;1
97;248;233;226;land;false;plains;1
98;173;179;190;land;false;plains;1
99;162;250;159;land;false;desert;1
100;228;161;195;land;true;plains;1
101;188;245;162;land;false;plains;1
